Bonmin 1.7 using Cbc 2.8 and Ipopt 3.11
bonmin.time_limit 7200


******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            41         OPT -2886.4507       44 0.128008
NLP0014I            42         OPT -2916.0126       43 0.124008
NLP0014I            43         OPT -2894.3129       44 0.128008
NLP0014I            44         OPT -2893.6857       44 0.136009
NLP0014I            45         OPT -2892.1891       38 0.116007
NLP0014I            46         OPT -2893.6857       43 0.132008
NLP0014I            47         OPT -2894.3709       39 0.112007
NLP0014I            48         OPT -2916.024       43 0.120008
NLP0014I            49         OPT -2820.4322       46 0.144009
NLP0014I            50         OPT -2218.5499       45 0.128008
NLP0014I            51         OPT -2912.8584       42 0.128008
NLP0014I            52         OPT -2642.9884       42 0.124007
NLP0014I            53         OPT -2912.8584       44 0.136009
NLP0014I            54         OPT -2642.9884       43 0.120007
NLP0014I            55         OPT -2912.8584       41 0.120008
NLP0014I            56         OPT -2915.8283       44 0.124008
NLP0014I            57         OPT -2868.1751       48 0.140008
NLP0014I            58         OPT -2915.4023       43 0.132009
NLP0014I            59         OPT -2568.7177       46 0.140008
NLP0014I            60         OPT -2915.4023       43 0.132009
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            61         OPT -2570.0434       46 0.140008
NLP0014I            62         OPT -2915.4023       44 0.124008
NLP0014I            63         OPT -2568.7177       48 0.15201
NLP0014I            64         OPT -2912.032       44 0.128008
NLP0014I            65         OPT -2905.2474       41 0.132008
NLP0014I            66         OPT -2910.471       44 0.132008
NLP0014I            67         OPT -2905.887       41 0.15201
NLP0014I            68         OPT -2913.024       42 0.124007
NLP0014I            69         OPT -2910.471       42 0.124008
NLP0014I            70         OPT -2913.024       42 0.124008
NLP0014I            71         OPT -2912.032       42 0.128008
NLP0014I            72         OPT -2913.024       42 0.128008
NLP0014I            73         OPT -2910.471       43 0.128008
NLP0014I            74         OPT -2910.471       44 0.128008
NLP0014I            75         OPT -2905.887       41 0.112007
NLP0014I            76         OPT -2915.8283       43 0.124008
NLP0014I            77         OPT -2852.4971       48 0.140009
NLP0014I            78         OPT -2916.024       41 0.124008
NLP0014I            79         OPT -2615.3961       44 0.128008
NLP0014I            80         OPT -2916.024       43 0.124008
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I            81         OPT -2869.6792       48 0.136008
NLP0014I            82         OPT -2913.4731       45 0.132009
NLP0014I            83         OPT -2890.3545       42 0.124007
NLP0014I            84         OPT -2915.0509       39 0.116007
NLP0014I            85         OPT -2911.7725       43 0.128008
NLP0014I            86         OPT -2916.024       42 0.128008
NLP0014I            87         OPT -2689.056       44 0.136008
NLP0014I            88         OPT -2916.024       40 0.120008
NLP0014I            89         OPT -2535.3514       46 0.144009
NLP0014I            90         OPT -2916.024       42 0.128008
NLP0014I            91         OPT -2689.056       44 0.128008
NLP0014I            92         OPT -2916.024       43 0.128008
NLP0014I            93         OPT -2611.3961       45 0.140009
NLP0014I            94         OPT -2916.024       42 0.124007
NLP0014I            95         OPT -2612.0173       45 0.140009
NLP0014I            96         OPT -2916.024       42 0.132008
NLP0014I            97         OPT -2611.3961       46 0.132009
NLP0014I            98         OPT -2915.8283       41 0.124007
NLP0014I            99         OPT -2842.2692       49 0.144009
NLP0014I           100         OPT -2914.9058       41 0.124007
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           101         OPT -2849.4066       45 0.128008
NLP0014I           102         OPT -2916.024       40 0.120007
NLP0014I           103         OPT -2893.6857       43 0.132008
NLP0014I           104         OPT -2916.024       41 0.124008
NLP0014I           105         OPT -2810.329       47 0.136009
NLP0014I           106         OPT -2886.2337       45 0.140008
NLP0014I           107         OPT -2916.024       41 0.128008
NLP0014I           108         OPT -2916.024       41 0.124008
NLP0014I           109         OPT -2866.4511       43 0.128008
NLP0014I           110         OPT -2888.7105       45 0.136009
NLP0014I           111         OPT -2915.024       42 0.128008
NLP0014I           112         OPT -2888.7105       44 0.128008
NLP0014I           113         OPT -2915.024       39 0.116007
NLP0014I           114         OPT -2875.2608       46 0.136009
NLP0014I           115         OPT -2915.024       39 0.120007
NLP0014I           116         OPT -2915.024       41 0.124008
NLP0014I           117         OPT -2846.0251       44 0.136008
NLP0014I           118         OPT -2915.024       40 0.120008
NLP0014I           119         OPT -2846.0251       44 0.128008
NLP0014I           120         OPT -2875.2608       45 0.136009
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           121         OPT -2915.024       42 0.128008
NLP0014I           122         OPT -2915.6679       39 0.116007
NLP0014I           123         OPT -2845.8177       46 0.144009
NLP0014I           124         OPT -2915.6679       39 0.116007
NLP0014I           125         OPT -2845.8177       47 0.148009
NLP0014I           126         OPT -2912.8349       45 0.140009
NLP0014I           127         OPT -2900.2024       42 0.136009
NLP0014I           128         OPT -2914.4661       42 0.124007
NLP0014I           129         OPT -2912.8349       43 0.132008
NLP0014I           130         OPT -2916.024       41 0.120007
NLP0014I           131         OPT -2890.0091       46 0.132008
NLP0014I           132         OPT -2916.024       40 0.116007
NLP0014I           133         OPT -2890.0091       48 0.136009
NLP0014I           134         OPT -2916.024       41 0.124008
NLP0014I           135         OPT -2837.0914       48 0.144009
NLP0014I           136         OPT -2909.548       46 0.128008
NLP0014I           137         OPT -2896.7164       42 0.132008
NLP0014I           138         OPT -2906.7725       46 0.136008
NLP0014I           139         OPT -2905.4871       41 0.128008
NLP0014I           140         OPT -2915.0509       40 0.124008
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           141         OPT -2906.7725       43 0.132008
NLP0014I           142         OPT -2915.0509       39 0.124008
NLP0014I           143         OPT -2909.548       43 0.132008
NLP0014I           144         OPT -2915.0509       40 0.108006
NLP0014I           145         OPT -2906.7725       45 0.136009
NLP0014I           146         OPT -2906.7725       49 0.152009
NLP0014I           147         OPT -2905.4871       40 0.120008
NLP0014I           148         OPT -2916.024       43 0.132008
NLP0014I           149         OPT -2887.6522       45 0.140009
NLP0014I           150         OPT -2916.024       41 0.124008
NLP0014I           151         OPT -2887.6522       44 0.132008
NLP0014I           152         OPT -2916.024       41 0.124008
NLP0014I           153         OPT -2887.6522       45 0.136008
NLP0014I           154         OPT -2916.024       40 0.128008
NLP0014I           155         OPT -2379.3961       46 0.140009
NLP0014I           156         OPT -2916.024       42 0.128008
NLP0014I           157         OPT -2848.187       47 0.140009
NLP0014I           158         OPT -2916.024       42 0.124007
NLP0014I           159         OPT -2848.187       48 0.140009
NLP0014I           160         OPT -2912.2509       47 0.136009
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           161         OPT -2906.0303       42 0.128008
NLP0014I           162         OPT -2914.4661       42 0.132008
NLP0014I           163         OPT -2912.2509       45 0.132008
NLP0014I           164         OPT -2916.024       40 0.128008
NLP0014I           165         OPT -2814.0071       44 0.128008
NLP0014I           166         OPT -2916.024       40 0.116007
NLP0014I           167         OPT -2813.4511       43 0.132009
NLP0014I           168         OPT -2916.024       41 0.124007
NLP0014I           169         OPT -2799.0071       44 0.136009
NLP0014I           170         OPT -2916.024       40 0.120007
NLP0014I           171         OPT -2799.0071       45 0.132009
NLP0014I           172         OPT -2916.024       40 0.120007
NLP0014I           173         OPT -2799.0071       45 0.132008
NLP0014I           174         OPT -2915.9378       40 0.124008
NLP0014I           175         OPT -2908.8259       45 0.136009
NLP0014I           176         OPT -2908.8259       46 0.136008
NLP0014I           177         OPT -2915.9378       39 0.124008
NLP0014I           178         OPT -2909.3349       46 0.140009
NLP0014I           179         OPT -2912.5925       44 0.136008
NLP0014I           180         OPT -2915.1847       42 0.128008
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           181         OPT -2909.3349       45 0.128008
NLP0014I           182         OPT -2915.1847       42 0.128008
NLP0014I           183         OPT -2909.3349       46 0.140009
NLP0014I           184         OPT -2909.3349       47 0.140009
NLP0014I           185         OPT -2912.5925       41 0.116007
NLP0014I           186         OPT -2916.024       40 0.116007
NLP0014I           187         OPT -2858.9801       47 0.140009
NLP0014I           188         OPT -2916.024       41 0.120008
NLP0014I           189         OPT -2797.931       48 0.140009
NLP0014I           190         OPT -2546.7102       45 0.132008
NLP0014I           191         OPT -2916.024       40 0.116007
NLP0014I           192         OPT -2546.7101       46 0.132009
NLP0014I           193         OPT -2916.0235       37 0.112007
NLP0014I           194         OPT -2916.0235       37 0.112007
NLP0014I           195         OPT -2546.7101       45 0.140008
NLP0014I           196         OPT -2916.0235       40 0.120008
NLP0014I           197         OPT -2546.7101       44 0.136008
NLP0014I           198         OPT -2546.7101       45 0.136009
NLP0014I           199         OPT -2916.0235       38 0.116007
NLP0014I           200         OPT -2546.7102       47 0.132008
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           201         OPT -2916.0235       38 0.120008
NLP0014I           202         OPT -2916.0235       37 0.112007
NLP0014I           203         OPT -2546.7102       44 0.132009
NLP0014I           204         OPT -2916.0235       38 0.108006
NLP0014I           205         OPT -2911.024       39 0.112007
NLP0014I           206         OPT -2904.8122       87 0.236014
Cbc0010I After 0 nodes, 1 on tree, -2827.9277 best solution, best possible -2904.8122 (27.57 seconds)
NLP0014I           207         OPT -2882.4739      107 0.284018
NLP0014I           208         OPT -2880.9772       84 0.228015
NLP0014I           209         OPT -2879.8975       96 0.272017
NLP0014I           210         OPT -2844.3193      241 0.892055
NLP0014I           211         OPT -2879.8975       93 0.264017
NLP0014I           212         OPT -2841.7738      135 0.392025
NLP0014I           213         OPT -2880.7377       95 0.264016
NLP0014I           214         OPT -2856.2269       97 0.272017
NLP0014I           215         OPT -2880.7377      115 0.324021
NLP0014I           216         OPT -2856.2269      134 0.376023
NLP0014I           217         OPT -2880.5363       83 0.228014
NLP0014I           218         OPT -2840.5738      468 1.796113
NLP0014I           219         OPT -2880.5363      101 0.280017
NLP0014I           220         OPT -2840.5738       97 0.284018
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           221         OPT -2880.9772       88 0.228014
NLP0014I           222         OPT -2822.4791      153 0.456029
NLP0014I           223         OPT -2880.7377       86 0.236014
NLP0014I           224         OPT -2825.4738      133 0.376024
NLP0014I           225         OPT -2880.9772      100 0.288018
NLP0014I           226         OPT -2789.7738      138 0.392024
NLP0014I           227         OPT -2856.2269      105 0.284018
NLP0014I           228         OPT -2880.7377       86 0.248016
NLP0014I           229         OPT -2880.7377       97 0.272017
NLP0014I           230         OPT -2881.4739       92 0.244015
NLP0014I           231         OPT -2812.251      108 0.308019
NLP0014I           232         OPT -2875.4404      113 0.31602
NLP0014I           233         OPT -2837.2607      112 0.31602
NLP0014I           234         OPT -2826.2392      117 0.32402
NLP0014I           235         OPT -2815.5302      125 0.352022
NLP0014I           236         OPT -2836.6219      113 0.312019
NLP0014I           237         OPT -2815.8927      122 0.348022
NLP0014I           238         OPT -2815.5302      125 0.340021
NLP0014I           239         OPT -2826.2392      110 0.292019
NLP0014I           240         OPT -2875.027      102 0.272017
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           241         OPT -2796.331      150 0.408025
NLP0014I           242         OPT -2855.0796      116 0.31202
NLP0014I           243         OPT -2810.7085      115 0.32002
NLP0014I           244         OPT -2853.7614      107 0.292018
NLP0014I           245         OPT -2801.6992      130 0.372023
NLP0014I           246         OPT -2853.7614      119 0.332021
NLP0014I           247         OPT -2825.3734      119 0.332021
NLP0014I           248         OPT -2847.2854      118 0.33202
NLP0014I           249         OPT -2836.6711      123 0.356023
NLP0014I           250         OPT -2844.51      102 0.288018
NLP0014I           251         OPT -2846.3603      121 0.33202
NLP0014I           252         OPT -2836.6711      114 0.336021
NLP0014I           253         OPT -2833.7149      111 0.324021
NLP0014I           254         OPT -2833.5873      125 0.368023
NLP0014I           255         OPT -2827.9701      140 0.420026
NLP0014I           256         OPT -2830.8425      115 0.336021
NLP0014I           257         OPT -2827.353      103 0.31602
NLP0014I           258         OPT -2830.8425      115 0.344021
NLP0014I           259         OPT -2827.9701      118 0.348022
NLP0014I           260         OPT -2829.5915      116 0.348022
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           261         OPT -2827.9701      115 0.348022
NLP0014I           262         OPT -2829.5915      131 0.400025
NLP0014I           263         OPT -2844.51      105 0.292018
NLP0014I           264         OPT -2836.6711      117 0.336021
NLP0014I           265         OPT -2842.1913      104 0.296019
NLP0014I           266         OPT -2819.8763      131 0.380023
NLP0014I           267         OPT -2840.2062      131 0.380024
NLP0014I           268         OPT -2798.3656       96 0.272017
NLP0014I           269         OPT -2837.0277      120 0.348022
NLP0014I           270         OPT -2824.0915      126 0.384024
NLP0014I           271         OPT -2836.4429      108 0.312019
NLP0014I           272         OPT -2826.1528      121 0.360023
NLP0014I           273         OPT -2832.4514      125 0.352022
NLP0014I           274         OPT -2821.7605      130 0.388024
NLP0014I           275         OPT -2830.8925      135 0.396025
NLP0014I           276         OPT -2832.4514      128 0.368023
NLP0014I           277         OPT -2821.7605      127 0.376023
NLP0014I           278         OPT -2832.4514      129 0.380024
NLP0014I           279         OPT -2820.7122      134 0.400025
NLP0014I           280         OPT -2832.4514      135 0.396025
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           281         OPT -2820.7122      115 0.336021
NLP0014I           282         OPT -2832.4514      135 0.388024
NLP0014I           283         OPT -2820.7122      124 0.372023
NLP0014I           284         OPT -2830.8925      127 0.368023
NLP0014I           285         OPT -2825.7122      132 0.396025
NLP0014I           286         OPT -2830.8429      132 0.400025
NLP0014I           287         OPT -2803.3179      133 0.384024
NLP0014I           288         OPT -2827.0948      100 0.31202
NLP0014I           289         OPT -2827.9277      118 0.364023
NLP0014I             2         OPT -2827.9277       31 0.056003
Cbc0004I Integer solution of -2827.9277 found after 4128 iterations and 32 nodes (57.32 seconds)
NLP0014I           290         OPT -2878.7728      100 0.288018
NLP0014I           291         OPT -2823.9638      109 0.308019
NLP0014I           292         OPT -2858.4233      113 0.32002
NLP0014I           293         OPT -2814.498       85 0.248016
NLP0014I           294         OPT -2832.6291      107 0.300019
NLP0014I           295         OPT -2858.4233      115 0.332021
NLP0014I           296         OPT -2857.1051      118 0.33202
NLP0014I           297         OPT -2804.0602      131 0.388025
NLP0014I           298         OPT -2855.3718      121 0.352022
NLP0014I           299         OPT -2818.9764      117 0.340021
NLP0014I           300         OPT -2848.8957      121 0.356022
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           301         OPT -2838.6654      121 0.348022
NLP0014I           302         OPT -2846.1203      141 0.416026
NLP0014I           303         OPT -2839.6107      111 0.340021
NLP0014I           304         OPT -2839.6107      121 0.372024
NLP0014I           305         OPT -2835.969      120 0.380023
NLP0014I           306         OPT -2839.6107      125 0.372024
NLP0014I           307         OPT -2835.969      114 0.348021
NLP0014I           308         OPT -2844.0524      131 0.400025
NLP0014I           309         OPT -2820.7911      131 0.388025
NLP0014I           310         OPT -2841.7736      149 0.440027
NLP0014I           311         OPT -2818.436      146 0.440028
NLP0014I           312         OPT -2839.7885      140 0.424026
NLP0014I           313         OPT -2797.7051      141 0.432027
NLP0014I           314         OPT -2836.5586      150 0.460029
NLP0014I           315         OPT -2825.2938      157 0.520032
NLP0014I           316         OPT -2833.0586      170 0.508032
NLP0014I           317         OPT -2832.9181      144 0.448028
NLP0014I           318         OPT -2832.9181      132 0.404025
NLP0014I           319         OPT -2827.3551      162 0.500032
NLP0014I           320         OPT -2827.355      129 0.408025
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           321         OPT -2832.9181      113 0.356022
NLP0014I           322         OPT -2832.9181      117 0.360023
NLP0014I           323         OPT -2829.1674      126 0.384024
NLP0014I           324         OPT -2820.3747      132 0.428027
NLP0014I           325         OPT -2827.6111      125 0.380023
NLP0014I           326         OPT -2817.4344      155 0.464029
NLP0014I           327         OPT -2839.6107      121 0.360022
NLP0014I           328         OPT -2793.2634      120 0.364023
NLP0014I           329         OPT -2838.07      116 0.348022
NLP0014I           330         OPT -2812.9522      128 0.376023
NLP0014I           331         OPT -2833.806      135 0.424027
NLP0014I           332         OPT -2812.4536      129 0.400025
NLP0014I           333         OPT -2830.5761      171 0.516032
NLP0014I           334         OPT -2819.3113      112 0.364023
NLP0014I           335         OPT -2827.0761      151 0.456028
NLP0014I           336         OPT -2826.9356      125 0.388024
NLP0014I           337         OPT -2837.1247      133 0.412026
NLP0014I           338         OPT -2812.0069      118 0.360023
NLP0014I           339         OPT -2834.8459      132 0.404025
NLP0014I           340         OPT -2811.5083      149 0.472029
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           341         OPT -2832.8607      119 0.364022
NLP0014I           342         OPT -2790.7774      115 0.360023
NLP0014I           343         OPT -2827.4133      135 0.416026
NLP0014I           344         OPT -2821.3375      125 0.388024
NLP0014I           345         OPT -2834.3525      103 0.292019
NLP0014I           346         OPT -2812.0374      113 0.32802
NLP0014I           347         OPT -2832.3674      118 0.336021
NLP0014I           348         OPT -2790.5268       99 0.284018
NLP0014I           349         OPT -2829.1888      112 0.32802
NLP0014I           350         OPT -2816.2527      129 0.408026
NLP0014I           351         OPT -2828.6041      108 0.31602
NLP0014I           352         OPT -2818.314      118 0.360022
NLP0014I           353         OPT -2824.6125      117 0.348022
NLP0014I           354         OPT -2817.8734      118 0.356022
NLP0014I           355         OPT -2829.0544      115 0.360023
NLP0014I           356         OPT -2816.857      126 0.416026
NLP0014I           357         OPT -2827.5091      148 0.448028
NLP0014I           358         OPT -2813.9167      126 0.396024
NLP0014I           359         OPT -2831.3109      123 0.348022
NLP0014I           360         OPT -2778.266      156 0.460029
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I           361         OPT -2829.3718      134 0.400025
NLP0014I           362         OPT -2798.4957      126 0.360022
NLP0014I           363         OPT -2822.8957      124 0.356023
NLP0014I           364         OPT -2812.6654      119 0.352022
NLP0014I           365         OPT -2828.5238      107 0.308019
NLP0014I           366         OPT -2806.2088      123 0.348022
Cbc0010I After 100 nodes, 0 on tree, -2827.9277 best solution, best possible -2828.5238 (86.71 seconds)
NLP0014I           367         OPT -2826.5387      129 0.384024
NLP0014I           368         OPT -2784.6981      110 0.332021
Cbc0001I Search completed - best objective -2827.927651663877, took 13087 iterations and 102 nodes (87.42 seconds)
Cbc0032I Strong branching done 130 times (15889 iterations), fathomed 1 nodes and fixed 42 variables
Cbc0035I Maximum depth 15, 0 variables fixed on reduced cost

bonmin: Optimal

 	"Finished"
